id,expec_vida,alcool,hepatite_b,sarampo,hiv_aids,escolaridade
2324,79.7,1.45,94.0,96,0.1,12.7
2325,79.3,1.43,95.0,33,0.1,12.7
2326,79.0,2.16,95.0,211,0.1,12.6
2327,78.7,2.08,95.0,408,0.1,12.7
2328,78.3,2.03,97.0,141,0.1,12.5
2330,76.4,10.6,97.0,0,0.1,15.1
2331,76.1,9.89,98.0,0,0.1,15.0
2332,75.8,10.12,99.0,0,0.1,15.0
2333,75.6,10.24,99.0,0,0.1,15.0
2334,75.1,10.13,99.0,0,0.1,15.0
2335,75.0,10.63,99.0,0,0.1,14.9
2336,74.7,11.37,99.0,0,0.1,14.8
2337,74.4,10.58,99.0,0,0.1,14.5
2338,74.3,10.28,99.0,0,0.1,14.3
2339,74.0,10.81,99.0,0,0.1,14.0
2340,74.1,10.03,99.0,2,0.1,13.8
2341,73.8,9.85,99.0,1,0.1,13.6
2342,73.7,10.78,99.0,0,0.1,13.3
2343,73.3,10.73,99.0,0,0.1,13.3
2344,73.0,11.06,98.0,0,0.1,13.0
2362,68.8,0.01,88.0,0,0.1,9.6
2363,68.8,0.01,94.0,0,0.1,9.5
2364,68.7,0.01,99.0,0,0.1,9.4
2365,68.5,0.99,99.0,0,0.1,9.4
2366,68.3,1.1,9.0,0,0.1,9.3
2367,68.1,1.21,92.0,0,0.1,9.3
2368,68.0,1.09,89.0,0,0.1,9.2
2369,67.6,0.85,9.0,0,0.1,9.0
2370,67.6,0.99,99.0,0,0.1,8.4
2371,67.4,0.9,83.0,0,0.1,8.3
2372,67.1,1.18,81.0,0,0.1,8.1
2373,66.8,1.18,79.0,0,0.1,8.0
2374,66.5,1.08,75.0,0,0.1,7.3
2375,66.2,0.7,83.0,0,0.1,6.6
2376,65.8,0.71,81.0,0,0.1,7.2
2394,62.0,7.38,8.0,66,3.7,13.0
2395,69.0,7.34,7.0,25,4.5,12.8
2396,59.2,7.38,68.0,32,7.6,12.8
2397,58.9,7.38,76.0,92,8.5,12.8
2398,58.0,7.28,71.0,12499,11.0,12.8
2399,56.5,7.6,74.0,5857,19.0,12.8
2400,55.3,8.19,76.0,39,23.5,12.9
2401,54.5,8.48,83.0,31,26.4,12.9
2402,54.0,8.5,83.0,81,28.1,12.9
2403,53.8,8.69,79.0,615,29.5,12.9
2404,53.7,6.96,76.0,830,29.7,12.9
2405,54.0,6.93,71.0,244,28.9,12.9
2406,54.9,7.04,72.0,1043,26.6,12.9
2407,56.0,7.38,72.0,1166,24.0,13.0
2408,57.3,7.3,73.0,1459,21.3,13.0
2426,82.6,0.01,96.0,154,0.1,17.6
2427,82.4,9.25,95.0,131,0.1,17.5
2428,82.0,9.35,96.0,1204,0.1,17.2
2429,82.1,9.62,97.0,3802,0.1,16.9
2430,81.9,9.78,97.0,302,0.1,16.4
2431,81.6,9.99,96.0,41,0.1,16.3
2432,81.3,10.24,97.0,297,0.1,16.1
2433,89.0,11.05,96.0,267,0.1,16.0
2434,88.0,11.86,97.0,362,0.1,15.9
2435,81.0,11.92,96.0,22,0.1,15.8
2436,81.0,11.96,97.0,26,0.1,15.6
2437,79.4,12.09,81.0,256,0.1,15.6
2438,79.5,12.26,82.0,67,0.1,15.7
2439,79.4,9.86,83.0,0,0.1,15.7
2440,79.1,11.12,77.0,152,0.1,15.7
2442,74.7,2.37,99.0,1686,0.1,14.0
2443,74.6,2.56,99.0,2107,0.1,13.8
2444,74.5,2.8,99.0,51,0.1,13.7
2445,74.5,3.03,99.0,60,0.1,13.6
2446,74.5,2.31,99.0,79,0.1,13.5
2447,71.8,2.05,97.0,21,0.1,13.4
2448,72.3,2.1,98.0,33,0.1,13.3
2449,73.7,2.29,98.0,44,0.1,13.2
2450,73.8,1.96,98.0,0,0.1,13.1
2451,74.2,1.97,99.0,3,0.1,12.9
2452,69.1,1.56,62.0,35,0.1,12.8
2453,73.9,1.69,32.0,65,0.1,12.7
2458,63.8,0.01,94.0,676,0.3,7.2
2459,63.5,0.01,93.0,2813,0.3,7.0
2460,63.2,0.01,92.0,8523,0.3,6.8
2461,62.7,2.12,93.0,5616,0.3,7.0
2462,62.5,1.77,75.0,680,0.3,7.0
2463,62.0,1.99,72.0,68,0.3,6.8
2464,61.8,2.01,78.0,129,0.3,6.3
2465,61.4,2.01,78.0,327,0.3,6.4
2466,61.0,1.9,6.0,228,0.2,6.2
2467,67.0,1.55,22.0,1374,0.2,6.1
2474,71.4,6.32,85.0,0,0.4,12.7
2475,71.2,6.02,86.0,0,0.4,12.7
2476,71.3,5.73,84.0,0,0.9,12.7
2477,76.0,5.64,86.0,0,0.1,12.5
2478,73.0,5.26,86.0,0,0.5,12.3
2479,70.0,5.13,87.0,0,0.6,12.1
2480,69.8,4.94,84.0,0,1.2,11.9
2481,69.5,4.72,84.0,0,0.8,11.7
2482,69.3,4.52,84.0,0,0.6,11.5
2483,68.9,4.47,83.0,0,0.6,11.3
2490,58.4,0.01,98.0,0,7.3,11.4
2491,57.6,0.01,98.0,0,9.8,11.4
2492,56.5,0.01,95.0,0,12.2,11.3
2493,55.0,5.2,91.0,0,15.7,11.2
2494,53.6,4.93,89.0,313,21.6,11.0
2495,52.6,4.9,88.0,26,33.7,10.8
2496,51.4,4.87,9.0,1,40.2,10.6
2497,50.0,5.55,92.0,0,40.7,10.5
2498,47.8,5.53,93.0,0,43.7,9.9
2499,46.0,5.08,95.0,0,49.1,9.7
2500,45.6,5.78,93.0,0,50.3,9.4
2501,45.9,5.65,9.0,350,50.6,9.1
2502,46.4,5.52,88.0,37,49.9,9.2
2503,47.1,6.72,86.0,49,48.8,9.3
2504,48.4,7.19,83.0,10,46.4,9.4
2506,82.3,7.3,67.0,26,0.1,15.8
2507,81.9,7.3,67.0,51,0.1,15.8
2508,81.7,7.4,53.0,30,0.1,15.8
2509,81.7,7.4,42.0,26,0.1,16.0
2538,64.4,0.01,47.0,594,0.1,9.0
2539,63.6,0.01,71.0,740,0.1,13.0
2540,62.8,0.01,43.0,13,0.1,12.5
2541,71.7,0.76,66.0,13,0.1,12.0
2542,73.7,0.78,84.0,26,0.1,11.7
2543,73.8,0.81,84.0,22,0.1,11.8
2544,73.8,0.8,83.0,19,0.1,11.6
2545,73.8,0.83,83.0,403,0.1,11.5
2546,73.7,0.97,83.0,517,0.1,11.4
2547,73.5,0.92,83.0,375,0.1,11.0
2548,73.2,0.93,82.0,189,0.1,10.6
2549,73.0,1.29,81.0,801,0.1,10.3
2550,72.8,1.25,8.0,538,0.1,10.2
2551,72.7,1.29,8.0,290,0.1,10.1
2552,72.6,1.41,79.0,146,0.1,10.0
2554,69.6,0.01,97.0,0,0.2,11.3
2555,69.3,0.01,96.0,1,0.2,11.2
2556,68.8,0.01,94.0,16,0.2,11.1
2557,68.1,0.32,96.0,1,0.2,11.1
2558,67.3,0.32,93.0,0,0.2,11.1
2559,66.7,0.3,93.0,0,0.2,11.1
2560,66.4,0.32,86.0,0,0.3,10.8
2561,66.1,0.35,84.0,2,0.3,10.9
2562,65.9,0.38,88.0,3,0.3,10.7
2563,65.5,0.37,81.0,0,0.3,10.6
2564,65.9,0.38,81.0,4,0.3,10.5
2565,65.2,0.36,58.0,2144,0.3,10.1
2566,64.3,0.6,39.0,927,0.3,9.8
2570,74.6,6.41,99.0,0,0.1,13.6
2571,74.5,6.5,99.0,2641,0.1,13.6
2572,74.3,6.56,98.0,5197,0.1,13.7
2573,74.1,6.07,98.0,3156,0.2,13.3
2574,73.9,5.95,98.0,2583,0.2,13.1
2575,73.7,5.88,98.0,6071,0.3,13.0
2576,73.5,5.92,98.0,7790,0.3,12.9
2577,73.3,6.2,96.0,3893,0.4,12.3
2578,73.0,6.18,96.0,3588,0.5,12.4
2579,72.5,6.26,96.0,3526,0.5,12.0
2580,71.6,6.17,96.0,4165,0.5,11.9
2581,71.7,6.14,96.0,4519,0.6,11.8
2582,71.4,5.93,95.0,10315,0.7,11.5
2583,71.2,5.92,95.0,7319,0.8,11.2
2584,71.1,5.88,95.0,4074,0.8,10.9
2586,75.5,1.13,97.0,116,0.1,12.9
2587,75.3,1.03,97.0,4,0.1,12.9
2588,75.1,1.23,98.0,7,0.1,12.9
2589,74.9,1.16,96.0,701,0.1,12.9
2590,74.7,1.47,9.0,217,0.1,13.0
2591,74.4,1.77,95.0,5,0.1,13.0
2592,74.2,1.72,97.0,27,0.1,12.2
2593,73.5,1.75,96.0,1,0.1,12.2
2594,73.7,1.74,89.0,3,0.1,12.1
2595,73.6,1.75,53.0,5,0.1,11.9
2602,68.0,0.01,77.0,47,0.1,12.5
2603,67.7,0.01,82.0,4,0.1,12.5
2604,67.4,0.01,83.0,16,0.1,12.5
2605,67.2,0.5,67.0,763,0.1,12.5
2606,66.9,0.1,72.0,50,0.1,12.4
2607,66.6,0.09,72.0,10,0.1,12.1
2608,66.2,0.06,79.0,0,0.1,11.7
2618,59.7,0.01,87.0,577,1.0,12.0
2619,59.4,0.01,84.0,564,1.5,12.0
2620,58.9,0.01,84.0,238,1.7,12.0
2621,58.3,1.44,85.0,187,2.6,11.5
2622,57.4,1.21,83.0,120,3.8,11.0
2623,56.7,1.24,78.0,425,4.3,10.6
2624,56.2,1.33,24.0,187,4.8,10.1
2634,73.3,0.01,8.0,0,0.1,14.3
2635,73.2,0.01,82.0,0,0.1,14.3
2636,73.0,0.01,77.0,0,0.1,14.4
2637,72.9,0.96,82.0,0,0.1,14.4
2638,72.8,1.24,82.0,0,0.1,14.4
2639,72.5,1.08,84.0,0,0.1,14.5
2640,72.6,1.1,84.0,0,0.1,14.5
2641,72.5,2.05,87.0,0,0.1,14.5
2642,72.4,1.79,89.0,0,0.1,14.6
2643,72.3,1.57,89.0,0,0.1,14.6
2644,72.2,1.8,9.0,0,0.1,14.6
2645,72.0,1.79,85.0,0,0.1,13.7
2646,71.9,1.51,88.0,0,0.1,13.5
2647,71.8,1.35,91.0,4,0.1,13.2
2648,71.6,1.24,93.0,0,0.1,13.7
2650,71.1,6.94,92.0,0,0.3,12.7
2651,71.0,6.71,92.0,0,0.3,12.7
2652,78.0,6.7,92.0,0,0.4,12.6
2653,76.0,6.5,9.0,0,0.4,12.6
2654,74.0,6.5,9.0,0,0.4,12.5
2655,71.0,6.37,9.0,0,0.2,12.5
2656,69.9,6.41,9.0,0,0.3,12.4
2657,69.7,6.37,89.0,0,0.7,12.4
2658,69.6,6.35,89.0,0,0.6,12.3
2659,69.5,6.12,95.0,0,0.5,12.3
2660,69.4,5.82,94.0,0,1.0,12.2
2661,69.3,5.53,76.0,0,0.5,12.0
2662,69.2,5.12,5.0,0,2.0,11.9
2666,75.1,1.39,98.0,15,0.1,14.7
2667,74.9,1.29,98.0,16,0.1,14.7
2668,74.9,1.3,97.0,48,0.1,14.6
2669,74.8,1.29,98.0,11,0.1,14.5
2670,74.8,1.28,98.0,1,0.1,14.4
2671,74.7,1.4,99.0,1,0.1,14.4
2672,74.7,1.37,99.0,2,0.1,14.3
2673,74.6,1.24,98.0,4,0.1,14.3
2674,74.4,1.46,99.0,3,0.1,14.2
2675,74.2,1.37,97.0,15,0.1,13.9
2676,74.0,1.36,96.0,1,0.1,13.6
2677,73.7,1.34,92.0,22,0.1,13.5
2678,73.5,1.17,93.0,98,0.1,13.3
2679,73.2,1.19,94.0,231,0.1,13.1
2680,72.9,1.21,94.0,47,0.1,12.8
2682,75.5,1.45,96.0,565,0.1,14.5
2683,75.2,1.41,97.0,7405,0.1,14.4
2684,74.8,1.54,97.0,349,0.1,14.3
2685,74.5,1.53,96.0,111,0.1,13.8
2686,74.2,1.49,96.0,7,0.1,13.0
2687,73.9,1.4,94.0,4,0.1,12.5
2688,73.5,1.39,92.0,0,0.1,12.5
2689,73.2,1.26,96.0,3,0.1,12.3
2690,72.8,1.29,82.0,34,0.1,11.9
2691,72.4,1.29,85.0,6200,0.1,11.9
2692,72.0,1.35,77.0,8927,0.1,12.0
2693,71.6,1.42,68.0,5844,0.1,11.9
2694,71.2,1.47,72.0,7823,0.1,11.5
2695,78.0,1.49,77.0,30509,0.1,11.1
2696,74.0,1.54,71.0,16244,0.1,10.7
2698,66.0,2.9,97.0,0,0.1,10.8
2699,65.4,2.93,98.0,0,0.1,10.7
2700,65.6,2.75,98.0,0,0.1,10.7
2701,65.6,2.55,97.0,0,0.1,10.6
2702,65.8,2.48,96.0,0,0.1,10.6
2703,65.6,2.35,97.0,0,0.1,10.5
2704,64.5,2.4,96.0,0,0.1,10.5
2705,64.1,2.58,98.0,59,0.1,10.4
2706,63.7,2.71,98.0,48,0.1,10.4
2707,63.3,2.85,99.0,0,0.1,10.3
2708,63.5,2.86,96.0,1,0.1,10.3
2709,63.4,2.88,97.0,1,0.1,10.3
2710,63.3,2.33,96.0,11,0.1,10.2
2715,61.5,0.01,78.0,314,3.2,10.0
2716,67.0,0.01,78.0,7878,4.0,10.0
2717,60.0,0.01,78.0,2027,4.6,10.0
2718,59.3,10.22,82.0,3312,6.8,10.7
2719,58.4,10.03,8.0,1313,8.0,10.9
2720,57.5,9.63,79.0,1601,8.1,10.8
2721,56.3,9.79,71.0,1319,8.2,10.6
2722,55.5,9.65,73.0,3776,8.4,10.3
2723,54.9,9.81,64.0,5736,8.6,10.6
2724,53.2,10.09,64.0,22,8.7,10.9
2725,51.3,9.89,62.0,141,8.9,11.6
2726,51.0,10.16,44.0,29429,9.4,11.5
2727,48.8,10.42,29.0,49871,10.0,11.0
2731,78.0,8.06,22.0,0,0.2,15.2
2732,71.0,8.44,46.0,0,0.2,15.2
2733,77.0,8.44,46.0,12746,0.2,15.1
2734,75.0,8.48,21.0,1333,0.2,14.9
2735,69.8,8.39,48.0,39,0.2,14.9
2736,69.2,8.71,66.0,0,0.3,14.9
2737,67.7,9.46,84.0,48,0.4,14.9
2738,67.5,8.86,92.0,1005,0.7,14.8
2739,67.7,7.99,96.0,42724,0.8,14.7
2740,67.0,7.31,97.0,2392,0.9,14.5
2741,67.4,6.79,98.0,146,1.0,14.6
2742,67.6,5.92,77.0,411,0.9,14.3
2743,67.6,4.89,48.0,7587,0.9,13.9
2744,67.7,4.31,7.0,16970,0.8,13.2
2745,67.5,4.49,4.0,817,0.7,13.3
2747,76.9,1.91,99.0,344,0.1,13.3
2748,76.7,1.82,98.0,0,0.1,13.3
2749,76.5,1.75,96.0,132,0.1,13.3
2750,76.3,1.73,95.0,0,0.1,13.3
2751,76.2,1.69,94.0,87,0.1,13.3
2752,76.0,1.73,93.0,0,0.1,13.2
2753,75.8,1.86,92.0,55,0.1,13.1
2754,75.6,1.69,92.0,0,0.1,12.9
2755,75.4,1.74,92.0,0,0.1,12.8
2756,75.3,1.79,92.0,29,0.1,12.6
2757,75.1,1.77,92.0,22,0.1,12.4
2758,74.9,1.74,92.0,42,0.1,12.3
2759,74.7,1.72,92.0,53,0.1,12.1
2760,74.5,1.67,92.0,30,0.1,12.0
2761,74.2,1.64,92.0,69,0.1,11.8
2811,76.8,6.03,95.0,0,0.1,15.5
2812,76.8,5.82,94.0,0,0.1,15.5
2813,76.5,5.77,95.0,0,0.1,15.5
2814,77.0,5.97,95.0,0,0.1,15.5
2815,76.3,6.21,95.0,0,0.1,15.6
2816,76.6,6.67,95.0,0,0.1,15.5
2817,76.4,6.76,94.0,0,0.1,15.7
2818,75.4,6.67,94.0,0,0.1,15.3
2819,76.2,6.58,95.0,0,0.1,15.2
2820,75.7,6.35,96.0,0,0.1,15.5
2821,75.4,5.66,94.0,0,0.1,15.5
2822,75.4,5.11,91.0,0,0.1,15.0
2823,75.4,5.86,95.0,0,0.1,14.7
2824,75.2,6.48,94.0,0,0.1,14.2
2825,75.1,6.65,92.0,0,0.1,14.0
2827,69.2,0.01,99.0,8,0.1,12.1
2828,69.1,0.01,99.0,0,0.1,12.0
2829,68.8,0.01,99.0,0,0.1,12.0
2830,68.5,2.83,99.0,476,0.1,12.0
2831,68.3,2.73,99.0,117,0.2,11.9
2832,68.0,2.56,98.0,0,0.2,11.8
2833,67.9,2.36,91.0,2,0.3,11.9
2834,67.8,2.15,99.0,863,0.3,11.8
2835,67.6,1.96,98.0,823,0.4,11.8
2836,67.3,1.78,99.0,737,0.3,11.7
2837,67.8,1.59,99.0,75,0.3,11.6
2838,67.2,1.54,99.0,85,0.3,11.3
2839,67.1,1.47,62.0,25,0.2,11.0
2843,71.7,0.01,64.0,10,0.1,10.8
2844,71.6,0.01,64.0,0,0.1,10.8
2845,71.4,0.01,64.0,0,0.1,10.8
2846,71.2,0.85,63.0,0,0.1,10.8
2847,71.0,0.91,62.0,0,0.1,10.8
2848,78.0,0.83,62.0,0,0.1,10.7
2849,75.0,1.18,61.0,0,0.1,10.7
2850,73.0,1.01,6.0,0,0.1,10.7
2851,71.0,1.0,59.0,0,0.1,10.6
2852,69.9,0.88,61.0,3,0.1,10.6
2853,69.6,0.85,63.0,0,0.1,10.7
2854,69.4,1.2,64.0,165,0.1,10.4
2855,69.3,1.24,66.0,101,0.1,10.2
2856,69.1,0.91,68.0,7,0.1,10.1
2857,69.0,1.21,7.0,9,0.1,9.6
2859,73.9,6.47,78.0,0,0.1,14.2
2860,73.8,6.71,82.0,0,0.1,14.2
2861,73.7,6.7,81.0,1,0.1,14.1
2862,73.8,6.74,78.0,0,0.1,14.1
2863,73.7,7.22,78.0,0,0.1,14.0
2864,73.6,7.59,84.0,0,0.1,14.0
2865,73.2,8.18,53.0,0,0.1,13.4
2866,73.4,8.7,62.0,32,0.1,12.9
2867,73.6,8.27,71.0,78,0.1,12.4
2868,73.6,7.92,88.0,0,0.1,11.8
2869,73.3,7.55,82.0,0,0.1,11.6
2870,72.4,6.3,72.0,0,0.1,11.6
2871,73.1,6.89,6.0,2392,0.1,11.0
2872,72.5,8.05,53.0,115,0.1,10.4
2873,72.5,8.01,5.0,22,0.1,10.6
2875,75.9,4.09,95.0,15033,0.1,12.5
2876,75.7,4.0,59.0,1123,0.1,12.3
2877,75.6,4.12,97.0,578,0.1,12.2
2878,75.4,3.94,95.0,750,0.1,12.0
2879,75.2,3.93,88.0,2809,0.1,11.9
2880,75.0,3.86,94.0,6582,0.1,11.7
2881,74.9,3.58,87.0,352,0.2,11.6
2882,74.7,3.01,67.0,17,0.2,11.4
2883,74.6,2.56,93.0,1978,0.2,11.3
2884,74.4,2.7,94.0,410,0.2,11.1
2885,74.2,2.86,94.0,217,0.2,11.0
2886,74.0,2.19,78.0,2297,0.2,10.9
2891,65.4,0.01,73.0,815,0.1,9.0
2892,65.4,0.04,73.0,400,0.1,9.0
2893,64.7,0.04,67.0,2177,0.1,9.0
2894,64.6,0.04,69.0,2676,0.1,8.6
2895,64.4,0.06,76.0,510,0.1,8.5
2896,64.1,0.03,76.0,130,0.1,8.4
2897,63.8,0.04,78.0,7,0.1,8.5
2898,63.4,0.05,79.0,13,0.1,8.6
2899,63.0,0.04,78.0,8079,0.1,8.7
2900,62.6,0.04,8.0,6285,0.1,8.6
2901,62.2,0.06,43.0,12708,0.1,8.4
2902,61.9,0.04,38.0,8536,0.1,8.2
2903,61.5,0.07,31.0,890,0.1,8.0
2904,61.1,0.08,19.0,485,0.1,7.9
2905,68.0,0.07,14.0,0,0.1,7.7
2907,61.1,0.01,86.0,9,4.3,12.5
2908,63.0,2.41,79.0,35,4.8,12.5
2909,59.2,2.59,78.0,896,5.6,12.3
2910,58.2,2.57,81.0,13234,6.3,12.0
2911,58.0,2.47,83.0,15754,6.8,11.8
2912,57.4,2.3,94.0,26,9.1,11.6
2913,55.7,2.12,87.0,140,11.9,11.4
2914,52.6,2.08,8.0,535,13.6,11.1
2915,58.0,2.25,81.0,459,15.9,10.9
2916,49.3,2.33,82.0,45,17.0,10.7
2923,59.2,6.5,91.0,0,6.3,10.3
2924,58.0,6.39,95.0,0,6.8,10.4
2925,56.6,6.09,97.0,0,8.8,9.8
2926,54.9,6.0,94.0,0,13.3,10.1
2927,52.4,5.21,9.0,9696,15.7,10.0
2928,50.0,4.64,73.0,853,18.1,9.9
2929,48.2,3.56,75.0,0,20.5,9.7
2930,46.6,3.88,72.0,242,23.7,9.6
2931,45.4,4.57,68.0,212,26.8,9.5
2932,44.6,4.14,65.0,420,30.3,9.3
2933,44.3,4.36,68.0,31,33.6,9.2
2934,44.5,4.06,7.0,998,36.7,9.5
2935,44.8,4.43,73.0,304,39.8,10.0
2936,45.3,1.72,76.0,529,42.1,9.8
2937,46.0,1.68,79.0,1483,43.5,9.8
