id,status,expectativa_de_vida,escolaridade
2397,desenvolvimento,58.9,12.8
2398,desenvolvimento,58.0,12.8
2399,desenvolvimento,56.5,12.8
2400,desenvolvimento,55.3,12.9
2401,desenvolvimento,54.5,12.9
2402,desenvolvimento,54.0,12.9
2403,desenvolvimento,53.8,12.9
2404,desenvolvimento,53.7,12.9
2405,desenvolvimento,54.0,12.9
2406,desenvolvimento,54.9,12.9
2407,desenvolvimento,56.0,13.0
2408,desenvolvimento,57.3,13.0
2409,desenvolvimento,57.3,4.9
2410,desenvolvimento,56.6,4.9
2411,desenvolvimento,56.4,4.9
2412,desenvolvimento,56.0,4.9
2413,desenvolvimento,55.4,4.9
2414,desenvolvimento,55.0,0.0
2415,desenvolvimento,54.3,0.0
2416,desenvolvimento,53.6,0.0
2417,desenvolvimento,53.1,0.0
2418,desenvolvimento,52.5,0.0
2419,desenvolvimento,51.9,0.0
2420,desenvolvimento,51.4,0.0
2421,desenvolvimento,58.0,0.0
2422,desenvolvimento,52.0,0.0
2423,desenvolvimento,49.6,0.0
2424,desenvolvimento,48.9,0.0
2425,desenvolvido,82.8,17.7
2426,desenvolvido,82.6,17.6
2427,desenvolvido,82.4,17.5
2428,desenvolvido,82.0,17.2
2429,desenvolvido,82.1,16.9
2430,desenvolvido,81.9,16.4
2431,desenvolvido,81.6,16.3
2432,desenvolvido,81.3,16.1
2433,desenvolvido,89.0,16.0
2434,desenvolvido,88.0,15.9
2435,desenvolvido,81.0,15.8
2436,desenvolvido,81.0,15.6
2437,desenvolvido,79.4,15.6
2438,desenvolvido,79.5,15.7
2439,desenvolvido,79.4,15.7
2440,desenvolvido,79.1,15.7
2441,desenvolvimento,74.9,14.0
2442,desenvolvimento,74.7,14.0
2443,desenvolvimento,74.6,13.8
2444,desenvolvimento,74.5,13.7
2445,desenvolvimento,74.5,13.6
2446,desenvolvimento,74.5,13.5
2447,desenvolvimento,71.8,13.4
2448,desenvolvimento,72.3,13.3
2449,desenvolvimento,73.7,13.2
2450,desenvolvimento,73.8,13.1
2451,desenvolvimento,74.2,12.9
2452,desenvolvimento,69.1,12.8
2453,desenvolvimento,73.9,12.7
2454,desenvolvimento,73.7,12.6
2455,desenvolvimento,72.7,12.5
2456,desenvolvimento,71.5,12.4
2457,desenvolvimento,64.1,7.2
2458,desenvolvimento,63.8,7.2
2459,desenvolvimento,63.5,7.0
2460,desenvolvimento,63.2,6.8
2461,desenvolvimento,62.7,7.0
2462,desenvolvimento,62.5,7.0
2463,desenvolvimento,62.0,6.8
2464,desenvolvimento,61.8,6.3
2465,desenvolvimento,61.4,6.4
2466,desenvolvimento,61.0,6.2
2467,desenvolvimento,67.0,6.1
2468,desenvolvimento,59.7,5.7
2469,desenvolvimento,59.6,5.6
2470,desenvolvimento,59.4,5.6
2471,desenvolvimento,58.9,5.6
2472,desenvolvimento,58.6,5.5
2473,desenvolvimento,71.6,12.7
2474,desenvolvimento,71.4,12.7
2475,desenvolvimento,71.2,12.7
2476,desenvolvimento,71.3,12.7
2477,desenvolvimento,76.0,12.5
2478,desenvolvimento,73.0,12.3
2479,desenvolvimento,70.0,12.1
2480,desenvolvimento,69.8,11.9
2481,desenvolvimento,69.5,11.7
2482,desenvolvimento,69.3,11.5
2483,desenvolvimento,68.9,11.3
2484,desenvolvimento,68.3,11.1
2485,desenvolvimento,68.0,10.9
2486,desenvolvimento,67.9,11.0
2487,desenvolvimento,67.7,11.0
2488,desenvolvimento,67.4,11.1
2489,desenvolvimento,58.9,11.4
2490,desenvolvimento,58.4,11.4
2491,desenvolvimento,57.6,11.4
2492,desenvolvimento,56.5,11.3
2493,desenvolvimento,55.0,11.2
2494,desenvolvimento,53.6,11.0
2495,desenvolvimento,52.6,10.8
2496,desenvolvimento,51.4,10.6
2497,desenvolvimento,50.0,10.5
2498,desenvolvimento,47.8,9.9
2499,desenvolvimento,46.0,9.7
2500,desenvolvimento,45.6,9.4
2501,desenvolvimento,45.9,9.1
2502,desenvolvimento,46.4,9.2
2503,desenvolvimento,47.1,9.3
2504,desenvolvimento,48.4,9.4
2505,desenvolvido,82.4,15.9
2506,desenvolvido,82.3,15.8
2507,desenvolvido,81.9,15.8
2508,desenvolvido,81.7,15.8
2509,desenvolvido,81.7,16.0
2510,desenvolvido,81.5,15.8
2511,desenvolvido,81.4,15.8
2512,desenvolvido,81.1,15.7
2513,desenvolvido,89.0,15.8
2514,desenvolvido,88.0,15.9
2515,desenvolvido,85.0,16.0
2516,desenvolvido,83.0,16.0
2517,desenvolvido,82.0,15.9
2518,desenvolvido,79.9,15.9
2519,desenvolvido,79.8,15.9
2520,desenvolvido,79.6,15.9
2521,desenvolvido,83.4,16.0
2522,desenvolvido,83.2,15.9
2523,desenvolvido,83.0,15.8
2524,desenvolvido,82.7,15.7
2525,desenvolvido,82.6,15.6
2526,desenvolvido,82.3,15.4
2527,desenvolvido,82.1,15.3
2528,desenvolvido,82.0,15.3
2529,desenvolvido,81.7,15.3
2530,desenvolvido,81.5,15.2
2531,desenvolvido,81.1,15.2
2532,desenvolvido,81.0,15.1
2533,desenvolvido,85.0,15.0
2534,desenvolvido,84.0,15.2
2535,desenvolvido,82.0,15.2
2536,desenvolvido,79.7,15.1
2537,desenvolvimento,64.5,9.0
2538,desenvolvimento,64.4,9.0
2539,desenvolvimento,63.6,13.0
2540,desenvolvimento,62.8,12.5
2541,desenvolvimento,71.7,12.0
2542,desenvolvimento,73.7,11.7
2543,desenvolvimento,73.8,11.8
2544,desenvolvimento,73.8,11.6
2545,desenvolvimento,73.8,11.5
2546,desenvolvimento,73.7,11.4
2547,desenvolvimento,73.5,11.0
2548,desenvolvimento,73.2,10.6
2549,desenvolvimento,73.0,10.3
2550,desenvolvimento,72.8,10.2
2551,desenvolvimento,72.7,10.1
2552,desenvolvimento,72.6,10.0
2553,desenvolvimento,69.7,11.3
2554,desenvolvimento,69.6,11.3
2555,desenvolvimento,69.3,11.2
2556,desenvolvimento,68.8,11.1
2557,desenvolvimento,68.1,11.1
2558,desenvolvimento,67.3,11.1
2559,desenvolvimento,66.7,11.1
2560,desenvolvimento,66.4,10.8
2561,desenvolvimento,66.1,10.9
2562,desenvolvimento,65.9,10.7
2563,desenvolvimento,65.5,10.6
2564,desenvolvimento,65.9,10.5
2565,desenvolvimento,65.2,10.1
2566,desenvolvimento,64.3,9.8
2567,desenvolvimento,64.0,9.7
2568,desenvolvimento,63.7,9.6
2569,desenvolvimento,74.9,13.6
2570,desenvolvimento,74.6,13.6
2571,desenvolvimento,74.5,13.6
2572,desenvolvimento,74.3,13.7
2573,desenvolvimento,74.1,13.3
2574,desenvolvimento,73.9,13.1
2575,desenvolvimento,73.7,13.0
2576,desenvolvimento,73.5,12.9
2577,desenvolvimento,73.3,12.3
2578,desenvolvimento,73.0,12.4
2579,desenvolvimento,72.5,12.0
2580,desenvolvimento,71.6,11.9
2581,desenvolvimento,71.7,11.8
2582,desenvolvimento,71.4,11.5
2583,desenvolvimento,71.2,11.2
2584,desenvolvimento,71.1,10.9
2585,desenvolvimento,75.7,12.9
2586,desenvolvimento,75.5,12.9
2587,desenvolvimento,75.3,12.9
2588,desenvolvimento,75.1,12.9
2589,desenvolvimento,74.9,12.9
2590,desenvolvimento,74.7,13.0
2591,desenvolvimento,74.4,13.0
2592,desenvolvimento,74.2,12.2
2593,desenvolvimento,73.5,12.2
2594,desenvolvimento,73.7,12.1
2595,desenvolvimento,73.6,11.9
2596,desenvolvimento,73.5,11.9
2597,desenvolvimento,73.2,11.9
2598,desenvolvimento,72.8,11.9
2599,desenvolvimento,73.1,11.8
2600,desenvolvimento,72.6,11.7
2601,desenvolvimento,68.3,12.5
2602,desenvolvimento,68.0,12.5
2603,desenvolvimento,67.7,12.5
2604,desenvolvimento,67.4,12.5
2605,desenvolvimento,67.2,12.5
2606,desenvolvimento,66.9,12.4
2607,desenvolvimento,66.6,12.1
2608,desenvolvimento,66.2,11.7
2609,desenvolvimento,65.8,11.3
2610,desenvolvimento,64.9,11.0
2611,desenvolvimento,63.7,10.6
2612,desenvolvimento,62.3,10.2
2613,desenvolvimento,61.0,9.8
2614,desenvolvimento,62.0,9.8
2615,desenvolvimento,59.4,9.8
2616,desenvolvimento,58.7,0.0
2617,desenvolvimento,59.9,12.0
2618,desenvolvimento,59.7,12.0
2619,desenvolvimento,59.4,12.0
2620,desenvolvimento,58.9,12.0
2621,desenvolvimento,58.3,11.5
2622,desenvolvimento,57.4,11.0
2623,desenvolvimento,56.7,10.6
2624,desenvolvimento,56.2,10.1
2625,desenvolvimento,55.9,10.6
2626,desenvolvimento,55.7,10.2
2627,desenvolvimento,55.0,10.1
2628,desenvolvimento,54.9,10.0
2629,desenvolvimento,54.7,9.9
2630,desenvolvimento,54.7,9.7
2631,desenvolvimento,54.6,9.4
2632,desenvolvimento,54.6,9.3
2633,desenvolvimento,73.5,14.3
2634,desenvolvimento,73.3,14.3
2635,desenvolvimento,73.2,14.3
2636,desenvolvimento,73.0,14.4
2637,desenvolvimento,72.9,14.4
2638,desenvolvimento,72.8,14.4
2639,desenvolvimento,72.5,14.5
2640,desenvolvimento,72.6,14.5
2641,desenvolvimento,72.5,14.5
2642,desenvolvimento,72.4,14.6
2643,desenvolvimento,72.3,14.6
2644,desenvolvimento,72.2,14.6
2645,desenvolvimento,72.0,13.7
2646,desenvolvimento,71.9,13.5
2647,desenvolvimento,71.8,13.2
2648,desenvolvimento,71.6,13.7
2649,desenvolvimento,71.2,12.7
2650,desenvolvimento,71.1,12.7
2651,desenvolvimento,71.0,12.7
2652,desenvolvimento,78.0,12.6
2653,desenvolvimento,76.0,12.6
2654,desenvolvimento,74.0,12.5
2655,desenvolvimento,71.0,12.5
2656,desenvolvimento,69.9,12.4
2657,desenvolvimento,69.7,12.4
2658,desenvolvimento,69.6,12.3
2659,desenvolvimento,69.5,12.3
2660,desenvolvimento,69.4,12.2
2661,desenvolvimento,69.3,12.0
2662,desenvolvimento,69.2,11.9
2663,desenvolvimento,69.1,11.8
2664,desenvolvimento,69.1,11.7
2665,desenvolvimento,75.3,14.6
2666,desenvolvimento,75.1,14.7
2667,desenvolvimento,74.9,14.7
2668,desenvolvimento,74.9,14.6
2669,desenvolvimento,74.8,14.5
2670,desenvolvimento,74.8,14.4
2671,desenvolvimento,74.7,14.4
2672,desenvolvimento,74.7,14.3
2673,desenvolvimento,74.6,14.3
2674,desenvolvimento,74.4,14.2
2675,desenvolvimento,74.2,13.9
2676,desenvolvimento,74.0,13.6
2677,desenvolvimento,73.7,13.5
2678,desenvolvimento,73.5,13.3
2679,desenvolvimento,73.2,13.1
2680,desenvolvimento,72.9,12.8
2681,desenvolvimento,75.8,14.5
2682,desenvolvimento,75.5,14.5
2683,desenvolvimento,75.2,14.4
2684,desenvolvimento,74.8,14.3
2685,desenvolvimento,74.5,13.8
2686,desenvolvimento,74.2,13.0
2687,desenvolvimento,73.9,12.5
2688,desenvolvimento,73.5,12.5
2689,desenvolvimento,73.2,12.3
2690,desenvolvimento,72.8,11.9
2691,desenvolvimento,72.4,11.9
2692,desenvolvimento,72.0,12.0
2693,desenvolvimento,71.6,11.9
2694,desenvolvimento,71.2,11.5
2695,desenvolvimento,78.0,11.1
2696,desenvolvimento,74.0,10.7
2697,desenvolvimento,66.3,10.8
2698,desenvolvimento,66.0,10.8
2699,desenvolvimento,65.4,10.7
2700,desenvolvimento,65.6,10.7
2701,desenvolvimento,65.6,10.6
2702,desenvolvimento,65.8,10.6
2703,desenvolvimento,65.6,10.5
2704,desenvolvimento,64.5,10.5
2705,desenvolvimento,64.1,10.4
2706,desenvolvimento,63.7,10.4
2707,desenvolvimento,63.3,10.3
2708,desenvolvimento,63.5,10.3
2709,desenvolvimento,63.4,10.3
2710,desenvolvimento,63.3,10.2
2711,desenvolvimento,64.0,10.2
2712,desenvolvimento,63.8,0.0
2714,desenvolvimento,62.3,10.0
2715,desenvolvimento,61.5,10.0
2716,desenvolvimento,67.0,10.0
2717,desenvolvimento,60.0,10.0
2718,desenvolvimento,59.3,10.7
2719,desenvolvimento,58.4,10.9
2720,desenvolvimento,57.5,10.8
2721,desenvolvimento,56.3,10.6
2722,desenvolvimento,55.5,10.3
2723,desenvolvimento,54.9,10.6
2724,desenvolvimento,53.2,10.9
2725,desenvolvimento,51.3,11.6
2726,desenvolvimento,51.0,11.5
2727,desenvolvimento,48.8,11.0
2728,desenvolvimento,47.7,10.8
2729,desenvolvimento,46.6,9.8
2730,desenvolvimento,71.3,15.3
2731,desenvolvimento,78.0,15.2
2732,desenvolvimento,71.0,15.2
2733,desenvolvimento,77.0,15.1
2734,desenvolvimento,75.0,14.9
2735,desenvolvimento,69.8,14.9
2736,desenvolvimento,69.2,14.9
2737,desenvolvimento,67.7,14.9
2738,desenvolvimento,67.5,14.8
2739,desenvolvimento,67.7,14.7
2740,desenvolvimento,67.0,14.5
2741,desenvolvimento,67.4,14.6
2742,desenvolvimento,67.6,14.3
2743,desenvolvimento,67.6,13.9
2744,desenvolvimento,67.7,13.2
2745,desenvolvimento,67.5,13.3
2746,desenvolvimento,77.1,13.3
2747,desenvolvimento,76.9,13.3
2748,desenvolvimento,76.7,13.3
2749,desenvolvimento,76.5,13.3
2750,desenvolvimento,76.3,13.3
2751,desenvolvimento,76.2,13.3
2752,desenvolvimento,76.0,13.2
2753,desenvolvimento,75.8,13.1
2754,desenvolvimento,75.6,12.9
2755,desenvolvimento,75.4,12.8
2756,desenvolvimento,75.3,12.6
2757,desenvolvimento,75.1,12.4
2758,desenvolvimento,74.9,12.3
2759,desenvolvimento,74.7,12.1
2760,desenvolvimento,74.5,12.0
2761,desenvolvimento,74.2,11.8
2810,desenvolvimento,77.0,15.5
2811,desenvolvimento,76.8,15.5
2812,desenvolvimento,76.8,15.5
2813,desenvolvimento,76.5,15.5
2814,desenvolvimento,77.0,15.5
2815,desenvolvimento,76.3,15.6
2816,desenvolvimento,76.6,15.5
2817,desenvolvimento,76.4,15.7
2818,desenvolvimento,75.4,15.3
2819,desenvolvimento,76.2,15.2
2820,desenvolvimento,75.7,15.5
2821,desenvolvimento,75.4,15.5
2822,desenvolvimento,75.4,15.0
2823,desenvolvimento,75.4,14.7
2824,desenvolvimento,75.2,14.2
2825,desenvolvimento,75.1,14.0
2826,desenvolvimento,69.4,12.1
2827,desenvolvimento,69.2,12.1
2828,desenvolvimento,69.1,12.0
2829,desenvolvimento,68.8,12.0
2830,desenvolvimento,68.5,12.0
2831,desenvolvimento,68.3,11.9
2832,desenvolvimento,68.0,11.8
2833,desenvolvimento,67.9,11.9
2834,desenvolvimento,67.8,11.8
2835,desenvolvimento,67.6,11.8
2836,desenvolvimento,67.3,11.7
2837,desenvolvimento,67.8,11.6
2838,desenvolvimento,67.2,11.3
2839,desenvolvimento,67.1,11.0
2840,desenvolvimento,67.4,10.7
2841,desenvolvimento,67.1,10.6
2842,desenvolvimento,72.0,10.8
2843,desenvolvimento,71.7,10.8
2844,desenvolvimento,71.6,10.8
2845,desenvolvimento,71.4,10.8
2846,desenvolvimento,71.2,10.8
2847,desenvolvimento,71.0,10.8
2848,desenvolvimento,78.0,10.7
2849,desenvolvimento,75.0,10.7
2850,desenvolvimento,73.0,10.7
2851,desenvolvimento,71.0,10.6
2852,desenvolvimento,69.9,10.6
2853,desenvolvimento,69.6,10.7
2854,desenvolvimento,69.4,10.4
2855,desenvolvimento,69.3,10.2
2856,desenvolvimento,69.1,10.1
2857,desenvolvimento,69.0,9.6
2858,desenvolvimento,74.1,14.3
2859,desenvolvimento,73.9,14.2
2860,desenvolvimento,73.8,14.2
2861,desenvolvimento,73.7,14.1
2862,desenvolvimento,73.8,14.1
2863,desenvolvimento,73.7,14.0
2864,desenvolvimento,73.6,14.0
2865,desenvolvimento,73.2,13.4
2866,desenvolvimento,73.4,12.9
2867,desenvolvimento,73.6,12.4
2868,desenvolvimento,73.6,11.8
2869,desenvolvimento,73.3,11.6
2870,desenvolvimento,72.4,11.6
2871,desenvolvimento,73.1,11.0
2872,desenvolvimento,72.5,10.4
2873,desenvolvimento,72.5,10.6
2874,desenvolvimento,76.0,12.6
2875,desenvolvimento,75.9,12.5
2876,desenvolvimento,75.7,12.3
2877,desenvolvimento,75.6,12.2
2878,desenvolvimento,75.4,12.0
2879,desenvolvimento,75.2,11.9
2880,desenvolvimento,75.0,11.7
2881,desenvolvimento,74.9,11.6
2882,desenvolvimento,74.7,11.4
2883,desenvolvimento,74.6,11.3
2884,desenvolvimento,74.4,11.1
2885,desenvolvimento,74.2,11.0
2886,desenvolvimento,74.0,10.9
2887,desenvolvimento,73.8,10.7
2888,desenvolvimento,73.6,10.6
2889,desenvolvimento,73.4,10.4
2890,desenvolvimento,65.7,9.0
2891,desenvolvimento,65.4,9.0
2892,desenvolvimento,65.4,9.0
2893,desenvolvimento,64.7,9.0
2894,desenvolvimento,64.6,8.6
2895,desenvolvimento,64.4,8.5
2896,desenvolvimento,64.1,8.4
2897,desenvolvimento,63.8,8.5
2898,desenvolvimento,63.4,8.6
2899,desenvolvimento,63.0,8.7
2900,desenvolvimento,62.6,8.6
2901,desenvolvimento,62.2,8.4
2902,desenvolvimento,61.9,8.2
2903,desenvolvimento,61.5,8.0
2904,desenvolvimento,61.1,7.9
2905,desenvolvimento,68.0,7.7
2906,desenvolvimento,61.8,12.5
2907,desenvolvimento,61.1,12.5
2908,desenvolvimento,63.0,12.5
2909,desenvolvimento,59.2,12.3
2910,desenvolvimento,58.2,12.0
2911,desenvolvimento,58.0,11.8
2912,desenvolvimento,57.4,11.6
2913,desenvolvimento,55.7,11.4
2914,desenvolvimento,52.6,11.1
2915,desenvolvimento,58.0,10.9
2916,desenvolvimento,49.3,10.7
2917,desenvolvimento,47.9,10.5
2918,desenvolvimento,46.4,10.2
2919,desenvolvimento,45.5,10.0
2920,desenvolvimento,44.6,9.8
2921,desenvolvimento,43.8,9.6
2922,desenvolvimento,67.0,10.3
2923,desenvolvimento,59.2,10.3
2924,desenvolvimento,58.0,10.4
2925,desenvolvimento,56.6,9.8
2926,desenvolvimento,54.9,10.1
2927,desenvolvimento,52.4,10.0
2928,desenvolvimento,50.0,9.9
2929,desenvolvimento,48.2,9.7
2930,desenvolvimento,46.6,9.6
2931,desenvolvimento,45.4,9.5
2932,desenvolvimento,44.6,9.3
2933,desenvolvimento,44.3,9.2
2934,desenvolvimento,44.5,9.5
2935,desenvolvimento,44.8,10.0
2936,desenvolvimento,45.3,9.8
2937,desenvolvimento,46.0,9.8
